,Astrocytes1,Astrocytes2,Astrocytes3,Astrocytes4,Astrocytes5,Endothelial,ExNeuron1,ExNeuron10,ExNeuron11,ExNeuron12,ExNeuron13,ExNeuron14,ExNeuron2,ExNeuron3,ExNeuron4,ExNeuron5,ExNeuron6,ExNeuron7,ExNeuron8,ExNeuron9,Fibroblast,InhNeuron1,InhNeuron2,InhNeuron3,InhNeuron4,InhNeuron5,Microglia1,Microglia2,Microglia3,Microglia4,Microglia5,OPC1,OPC2,OPC3,Oligodendrocytes1,Oligodendrocytes2,Oligodendrocytes3,Oligodendrocytes4,Oligodendrocytes5,Oligodendrocytes6,Oligodendrocytes7,Oligodendrocytes8,Pericytes,SMC,VLMC1,VLMC2
InhNeuron2,0.8526230428504936,0.8157468585548716,0.8600713921689092,0.8502539161276793,0.8386406219373225,0.8052353435081664,0.9032863484623038,0.9048250568072436,0.8418116012543686,0.9040794787730728,0.9124808044531131,0.865178439796915,0.9115029803380574,0.9126957306386532,0.9170147742506549,0.8587514984049609,0.8934020648718307,0.9274730373451809,0.9054019558385016,0.924212464350965,0.15563745130896214,0.9414625503943296,0.9988086997805862,0.9511137966822991,0.9544561737785439,0.9451548804555545,0.8001838937647064,0.7376980147544892,0.7635383351330286,0.8102462435407987,0.30880502901224155,0.899113426717145,0.8987610583391662,0.8721308203781696,0.7393641091707781,0.8161762712454781,0.6895596662345573,0.8603425658385242,0.5538946340298481,0.778028058528563,0.8524027164371294,0.558349025956921,0.7137929768345133,0.5998680446306185,0.6566598800451943,0.668525688862588
InhNeuron3,0.8476875777402572,0.7843704994641725,0.8411695514065107,0.8137872392838449,0.8115360650850318,0.77354751552854,0.9343512247195019,0.928551117959052,0.8236551617322687,0.9168878360526398,0.921671538700531,0.8386355249387787,0.9183808028474194,0.9247607786126166,0.9252725647881391,0.8931502803528207,0.9191561948425181,0.9400085384432854,0.9205072205117147,0.9204528181828943,0.09805285598870205,0.9662088665692187,0.9510915696880661,0.9990971875825323,0.9345217963438739,0.9396029586138961,0.7901311584235182,0.7086736184654792,0.7246206034130654,0.7890036979698174,0.2521782039432049,0.8881957619843358,0.8729379104694105,0.8427423797909721,0.7853991188736845,0.8486094237056553,0.6358307767794932,0.8356524053465689,0.4966272016343426,0.7409217615266982,0.8552257084460233,0.5056484045513702,0.6693736654236637,0.5424626861634595,0.6084331745843718,0.6240321712453256
InhNeuron4,0.8479260699582123,0.8221982147070961,0.860478956666197,0.8469892046161491,0.8378105805036191,0.8043764383387548,0.8774695219320617,0.8879042055024992,0.8431910834580105,0.8919386149788744,0.8979781826240765,0.8637959925781795,0.9000008130800611,0.9001470395148613,0.9103419766263343,0.8396028112401525,0.8797688669905018,0.9130958132100419,0.896748428600676,0.914311148011402,0.146043574746401,0.9338198319715164,0.9545600039433021,0.9345508084409798,0.9986199515720698,0.9370002153652421,0.794840169536645,0.7430296271178684,0.7642076924149045,0.8147958760781104,0.30683157954000945,0.8883102534112287,0.8927922594479067,0.8675099190444624,0.7298402529746842,0.8028553297168287,0.6916552330038989,0.8563429846896765,0.5569232157359724,0.7860898801243127,0.8420706295508543,0.5574810771702976,0.7191976949996793,0.5992375630468294,0.6613063917061767,0.6746648068368848
InhNeuron5,0.838110602247043,0.8152230227485036,0.8548274605915497,0.8608831248384072,0.8339347633969172,0.8113158445061129,0.9018847143795643,0.9152639345362896,0.8607360456180003,0.9173863174203394,0.925939350848458,0.8898871075295852,0.9235482208836856,0.9253890393431237,0.9336230290411596,0.8578554810071428,0.895279055064847,0.9383499556890896,0.9166935830964552,0.9370810653540339,0.16745160758216812,0.9397357927021606,0.9452098399144468,0.9397482222699522,0.9370473229240586,0.9986707149544475,0.7970547362745805,0.7452093323911667,0.777431373313804,0.813387724775586,0.32474470927726096,0.8843193716884148,0.8982392156726274,0.8643669660137663,0.716515659745503,0.796673278366039,0.7023586234156972,0.8674605065231086,0.567518976437408,0.7858719353935845,0.8384275588053379,0.5739402485534327,0.7231184282133799,0.6181329563404698,0.6668712560542399,0.6783297726295201
Microglia1,0.824065258766564,0.8222587363478447,0.8492474722698443,0.840002225262239,0.8361179689973459,0.8656319962392277,0.7646861858158559,0.7293719534337287,0.7617654717765111,0.731445063935153,0.7513306356874833,0.7657784605808238,0.741272634423682,0.750621576259094,0.7581944599782692,0.6577609515932764,0.7132079787830675,0.7673220445760566,0.734334464442532,0.7983794534581624,0.2865307793188924,0.7731328643683647,0.8003170421869744,0.7902006728419176,0.7950260886755341,0.7970199434341374,0.9989017462947786,0.9332660713208618,0.8828864077301012,0.9169445531503533,0.47225342474072285,0.839226952548382,0.8438794878527089,0.8310329239592489,0.6616096768554933,0.7673451755096682,0.7252652303102429,0.8653345555922889,0.6262922591548108,0.8252751531226225,0.8530568801698176,0.5798723564336032,0.8068609480214984,0.6654389692068801,0.7472937941620501,0.7186071234754985
Microglia2,0.7570870005742342,0.8110257720896425,0.8061641377463009,0.835971772892155,0.8052010429041493,0.8576465825388067,0.6679162499719223,0.6435899714574945,0.7569148323196051,0.653541827085732,0.6771050047067835,0.766375107811218,0.6743089248713202,0.6816000873657693,0.696267216271076,0.5588182072475751,0.6299133410734852,0.6912715207616374,0.6615816334239748,0.7433180488705265,0.361231401146083,0.6921501455981567,0.7378120754211431,0.7087828612296976,0.7432820955907063,0.7451681857362941,0.9330428185513266,0.9980001282350541,0.9117320996920953,0.9002939815209442,0.5505387331264309,0.7818300927130045,0.8123838564196333,0.798864492741242,0.5571731149992274,0.6775836689356655,0.7701697193620355,0.8429244008130308,0.6879672133355966,0.8347252870815954,0.7847752657304611,0.638391114632462,0.8391760235405404,0.7260668452442901,0.7915158654428673,0.7529121690457382
Microglia3,0.747085328657846,0.816101396572993,0.8110264065003872,0.8874629524117044,0.8139591339366897,0.8748068965363739,0.6835960478484394,0.6669273374673175,0.8158450904671574,0.6775402440437028,0.7020630093869286,0.8359326857190565,0.7059725212617289,0.7014087311408411,0.7204706400191281,0.571909668803728,0.64303742304778,0.7150114116060101,0.6850410731449523,0.7732134506601404,0.43555427319560786,0.7052841233428047,0.7636232577206363,0.7247502575721431,0.7642873499767715,0.7773905826872094,0.8827978287911117,0.9116157376758296,0.9976600590904371,0.8838074330921637,0.6117968342162687,0.7877821087748978,0.8480061143183953,0.8165051387412681,0.5227578909036105,0.650927354819493,0.8495695896729725,0.8709099117853302,0.7670946439396527,0.8642336570265962,0.7743758367327789,0.7315640848932087,0.8683956731573959,0.812500836668433,0.8312326731102855,0.8068023698033998
Microglia4,0.8247193683914975,0.8444006755978349,0.9041907312540666,0.8639272439606115,0.8562816599564383,0.8952208739884799,0.7517301776984079,0.7260943536018528,0.7872420171033084,0.7217695284254436,0.7437796859444367,0.8307775594721488,0.747599076932173,0.7460846799555372,0.7672284508973071,0.6371401933910499,0.7060855720559492,0.7671246855593173,0.7379322733903634,0.8085115027273222,0.308109380470033,0.7733673667649308,0.8102498601020244,0.7890585880950508,0.8149546474262812,0.8133899089980764,0.9168349674303126,0.9001752444593858,0.8839211521613866,0.99842240168084,0.49036789185489904,0.8565108812773706,0.8992431743146899,0.8559996402384554,0.7127465572393601,0.8083817586714258,0.8059653481261623,0.9202973990577288,0.7152422307225912,0.9067320389767761,0.8986877096688954,0.6688524676002477,0.823768654258318,0.7069565122285856,0.7782270212565224,0.8083396873142922
Microglia5,0.33407634727040486,0.437476926543705,0.4032905017713787,0.5066828824935293,0.44090117019246794,0.5162219410077082,0.21432331523608494,0.19804213516254213,0.4156758001667502,0.19731373961573487,0.22893912054154494,0.46536932721358654,0.24021166429761792,0.21382465165155923,0.23904823475020148,0.08786563629624038,0.1497013808669161,0.24436637477594944,0.20396610604243806,0.3218744317128673,0.7050150965490457,0.22215768920556284,0.3083819635338437,0.2517586032560703,0.30645736760584746,0.32400425620043666,0.47161170741858727,0.5504333633220383,0.6116354071393415,0.4899872115149852,0.9940752351142705,0.3602036618352657,0.4289908079512562,0.4191804314909681,0.10021915075710355,0.21150540180474325,0.6666851652429305,0.48061472822794926,0.7415141770874575,0.541286837222104,0.36085096716693055,0.7249161942238441,0.6072139575677821,0.7293578880144834,0.6589082128103363,0.6458024633286632
OPC1,0.898057734433449,0.8690831709365838,0.9072025622456361,0.8666520575256508,0.8868068018787183,0.8419992420562471,0.8557316214123653,0.8325828807792002,0.7828058637254393,0.8255159768777377,0.8386392469843877,0.8305376502359236,0.8374796529669769,0.8413345740034038,0.8513595082542204,0.7717666197991528,0.8209169074572561,0.8629069675925312,0.8340689016802079,0.8713170942749099,0.21004727245532154,0.8771297884291667,0.8989965708177412,0.8881903988502317,0.8882130223986829,0.8840251791668625,0.839173979683465,0.7815046287802472,0.7877725573785637,0.8567292090917774,0.36039878327185254,0.9989186877405741,0.9428002122962461,0.9606905946660049,0.7539440654395777,0.8392106146477035,0.7246759080790119,0.8843531166743652,0.5987583510582898,0.8261511862679523,0.8905353219952276,0.5793311513472956,0.7580031085283726,0.6277612740326765,0.705701644703089,0.7149269259021342
OPC2,0.8801632519384076,0.8879405203833726,0.9336737933861978,0.9199045997120447,0.9032231879287898,0.8860722304784742,0.8388713229364446,0.8232021579425555,0.8341186508278235,0.8200941958734974,0.8364352393167179,0.895585148003534,0.8442473724781202,0.8379374986176986,0.8584593729589789,0.7433119209846285,0.802942330171304,0.8586683624795857,0.8315581293212921,0.8869563056413535,0.27670583197817666,0.859282446721034,0.8986586264012149,0.8729028395957171,0.8927315914485293,0.8982660612391946,0.8439141244762086,0.8124507087660862,0.8481810011394053,0.8993951995178004,0.42942624207001684,0.9428552457851326,0.9984779636919497,0.9371705466663556,0.7202309388112619,0.8168898809468936,0.8045569530606911,0.9314451127992979,0.6845796385619951,0.8839818961441476,0.8917783929820872,0.6679891516745686,0.8059839831323786,0.7059497819853839,0.7583512305428469,0.7852330356056667
OPC3,0.8721529186117333,0.8738526882106258,0.8904036609139563,0.884109398226529,0.8841073855525724,0.8503128523873685,0.8025527010725518,0.7818690921904453,0.7870551006601597,0.7913861595570513,0.8073740915287982,0.8363672441569897,0.8031822067995925,0.8025870476645504,0.8171949904478265,0.7174951128293089,0.7699400702937922,0.8234713059273652,0.7934515304325069,0.8498017004253162,0.27236216676896957,0.8334426172501045,0.8721360644692604,0.8427697421083252,0.8676591589113213,0.8641752942017927,0.8310659056887123,0.7987636140702534,0.8166536655513221,0.8560472794138613,0.4190450825226442,0.9608854261838947,0.9371978634466805,0.998640472089105,0.6804288829256495,0.7804964090782265,0.7688269725203509,0.8849550184671935,0.6488629725412897,0.8469553795527963,0.865189465154451,0.6218121028384651,0.7922627812815506,0.6770206593565156,0.7421530204377472,0.7411886178441279
Oligodendrocytes1,0.7569680745272713,0.6487691544452688,0.7600277316421251,0.6042862316658745,0.6779736911270505,0.6363086416693786,0.8127670513823743,0.7566103194439024,0.5974639780774503,0.7237977523842536,0.7238968038135168,0.632486494890339,0.7155391177602006,0.7323153898941839,0.7328455251358182,0.7574854498934516,0.7605256866778687,0.7512255215323205,0.7374293254129305,0.7137157425705057,-0.036288300329957536,0.7813686822122933,0.739685726882968,0.7855266609651147,0.7299664442783966,0.7164858194331648,0.6616873160372637,0.5574153602013294,0.522742832107888,0.712864849339023,0.10075529241735387,0.7541590749040721,0.7203625929208043,0.6807503665171036,0.9995302950031295,0.942175886983257,0.4858946908072735,0.7060107230866917,0.37075321919923154,0.6515210037231363,0.8369697644162188,0.3561707018587064,0.5016987315676733,0.34624320141461096,0.4512380511248958,0.521477094246258
Oligodendrocytes2,0.8284084194018877,0.7518705827883986,0.8389825747477799,0.7280993130771012,0.769875965281755,0.7508086689350605,0.8778512250765648,0.7968640416463886,0.6645791240345245,0.7773596625717766,0.7850460812291775,0.7258235054877538,0.7679437293695269,0.7980241806274265,0.8005549946762486,0.7810941571584187,0.8099663791338352,0.8133178515853247,0.7870987647318655,0.7949462417704357,0.06526592496935928,0.8405706449767036,0.8165471306503804,0.8487226930851478,0.802923984010849,0.7966490241516784,0.7675201743262277,0.677725863117289,0.6510832907545617,0.8085029467837113,0.21213058108774666,0.8394996614643262,0.8170386088113192,0.7807759022224964,0.9420125893114161,0.9993612922313673,0.6119021737332051,0.8238615678757355,0.49171020518345093,0.7694418017889619,0.9286887167619576,0.46472410858056296,0.6253963915387296,0.47600109349148023,0.5610137561620602,0.6129188820303585
Oligodendrocytes3,0.6713384113067418,0.7539053680503986,0.7613142547928933,0.8272899319344859,0.7519768680020453,0.8119437482293254,0.5915431509469483,0.5783655282348833,0.7383255515937792,0.5828751499300516,0.6111913427779327,0.8236332998462038,0.6197722459418767,0.6048496583043865,0.6357702500116453,0.4695538698857338,0.5471940527917386,0.6278211016006418,0.5966718870693166,0.6920658086682564,0.5238953161492076,0.6179959264483881,0.6892592676113459,0.6356473260250708,0.6916725718960187,0.7021166509208294,0.7247846111037932,0.7699015419761001,0.8495045413332052,0.806138692788014,0.66684220148315,0.7244128273274496,0.8042290674792018,0.7686849347339184,0.4852199297644254,0.6112092642599609,0.9969204663678789,0.8399236634254723,0.8778937471012908,0.8791301737059956,0.7487736853007938,0.8391201611936092,0.8331830394317653,0.8582743729229882,0.8297045107449497,0.8585370370687194
Oligodendrocytes4,0.8411306813899602,0.8629850479863497,0.90885047864293,0.915580074165646,0.8791303542979204,0.9036809986744462,0.8118455283356616,0.7859669155979564,0.7964526203169427,0.7813940201915341,0.8033877388616032,0.8788785875636616,0.8075923565529612,0.805576006590979,0.8286457184391284,0.6916298670523184,0.7636885146509447,0.8265664002135498,0.7963357397262201,0.8657045365522043,0.32516018891806203,0.8190956269535529,0.8603904573299023,0.8358896732776021,0.8564021610425938,0.8673911443320476,0.8655886487114918,0.8430297216150617,0.8710714007336243,0.9204483061402036,0.4805894918109254,0.8844585514651613,0.9314373260509841,0.8849744574030745,0.7059088811380427,0.8238182821034145,0.8401427172915641,0.9986286493355143,0.7349936485309665,0.932114515395982,0.9181998033548429,0.6912400007770071,0.828574775612695,0.7377675103435329,0.7700425058069017,0.787372777674678
Oligodendrocytes5,0.557820383639367,0.6504137564967045,0.6557670498490233,0.718731481027762,0.6507272954866459,0.7162176986008824,0.4526932924325751,0.4389902596296104,0.6289532706083083,0.4366879307700701,0.46773381450717677,0.7155970734047646,0.48071335292103057,0.4590267919235011,0.4927216006549245,0.3216021738584576,0.3997006081269678,0.4883968278225528,0.4523124689466717,0.5589722886765299,0.6171297514289321,0.4755254315784455,0.553884401724137,0.4967466508621137,0.5571282214099341,0.5676535205693375,0.626436503954385,0.6883005529804581,0.7671154393331436,0.7155008695118481,0.7416320397946001,0.5990507366598038,0.6845608908404833,0.6488229084619509,0.3706138932755947,0.4915855512092989,0.8777719780527968,0.7350098153227829,0.9961796264827313,0.793742662829007,0.6361253132377996,0.8590589979680087,0.7622788146257982,0.8462870944817175,0.7905284576027316,0.8316413868831328
Oligodendrocytes6,0.7864489593155168,0.8391553935263468,0.8705720332770195,0.8776586656305031,0.8401964184231241,0.884905186083555,0.7026069495152453,0.6770866979193414,0.7486361710015562,0.6777879256772961,0.7028699421061986,0.8443625178759062,0.7090885537121011,0.7045898712702391,0.7330236137820412,0.5763098389130115,0.65767503653727,0.7261004234196682,0.6962214897550579,0.780842933355685,0.38113021481525305,0.7270264571193557,0.7781625403760563,0.7409233917939473,0.7861910888415485,0.785653785617382,0.8251097536496187,0.834642206610998,0.8640577713277466,0.9068709491501314,0.5416157895654722,0.8263546501769321,0.8838999033036637,0.8468856343427419,0.6511941997632432,0.7691971126064133,0.8792015611306491,0.9322053999100155,0.7937037423364529,0.9978291736837532,0.8842525398831401,0.7367474587553327,0.8488791100480418,0.7731479470000122,0.8012620838108261,0.8269519190275789
Oligodendrocytes7,0.8710957350622812,0.8295981093994853,0.9037464964402004,0.8334770291281061,0.8497254752242875,0.851927344605535,0.8520161275833201,0.7902163501001749,0.7246473411141515,0.7835384890151417,0.8002334437996205,0.7985474132856522,0.7849689469683313,0.7990619240529852,0.8112394062339794,0.7363849093519768,0.786261412464703,0.8249093491254921,0.7895232889989451,0.8361122576522599,0.20618790883704724,0.8440360781145335,0.8525650158899378,0.855318150230357,0.8422485961592787,0.8383546328771888,0.853088373049394,0.7847398665745147,0.7743646830420302,0.8987866422863028,0.3611571231946519,0.8906434830031887,0.8919039490515064,0.865151962267786,0.8367801809941425,0.9285145297700257,0.7491241628068117,0.9180390324199736,0.6357321027065853,0.8843980195540879,0.9991560159012446,0.5898031746920114,0.7491298355621837,0.6161727662577128,0.6854396494255511,0.722173759119234
Oligodendrocytes8,0.5300807257647339,0.6165849915998647,0.623286611244027,0.6924275480661362,0.6170252922987123,0.6772663381454059,0.46309360875912037,0.45376639560869875,0.6379448370233423,0.45128584727889304,0.4780102042296883,0.7156655154412641,0.49427333363223896,0.47119448876593967,0.5028160778957226,0.3447980485587912,0.4155579289636621,0.4988584372231506,0.46484289073873897,0.5619851682991907,0.6053294449289351,0.4849755658389444,0.5587269667304946,0.506278985753782,0.5577200150453896,0.574378954552324,0.5796872824861192,0.6384362500517329,0.7315851837669429,0.668805276332816,0.7250172455417854,0.5793912741051112,0.6678027970478526,0.6218533362057715,0.3561347231810338,0.46458505565863306,0.8388369869387041,0.6913113789452358,0.8588280296857067,0.7367352176052552,0.5898974947447937,0.9951885853450244,0.7197500897209861,0.8250002564516339,0.7570722872688551,0.810900935738591
Pericytes,0.7408019635793558,0.8162709044556666,0.7905710477260984,0.8469985796740749,0.808094524596918,0.8734294022913588,0.6228548816212055,0.6063465134383447,0.7380570030289647,0.6179751445000817,0.6433949497600991,0.7908561584672006,0.6453415468051482,0.6428634092300943,0.6625202219295915,0.5129031500362903,0.5860737909637174,0.6564498253490678,0.6259776991660164,0.7161130635776668,0.4641490821192579,0.6520949381145638,0.7138003486567042,0.6696704004451127,0.719457979524709,0.7231748301390291,0.806954518048108,0.8391234464591995,0.8683349674030811,0.8238542186161677,0.6072730997467612,0.7580830121902652,0.8058342092722471,0.7921087467396167,0.501576973861793,0.6253844347168339,0.8333264272050049,0.8286055681346249,0.762012632768928,0.8488406568473592,0.7491098731233775,0.7194994707686805,0.9973099875704148,0.8424785431704939,0.8871470506473675,0.8586965983147166
SMC,0.5936822767088924,0.6938097317035204,0.6659334661079986,0.7714823259726497,0.6894480577690328,0.7628968600074716,0.5005904694083689,0.4893047597650566,0.6828238549739223,0.496423745129406,0.5259724705155029,0.7454034343757969,0.535697787275158,0.5211246214558216,0.5460594670683359,0.3802021343098066,0.455314139723744,0.5415866142273142,0.5059629441251509,0.6113619466121102,0.6170021655756989,0.5213466408567101,0.5995680193529958,0.5422494530622227,0.5992676892038199,0.617825755084617,0.6650476498085973,0.7258897951052165,0.8122283226215277,0.7069382596371749,0.7295825456806239,0.6275084274201523,0.7055101079675038,0.6766965200481947,0.3454581849085448,0.4750414057827979,0.8583099774236361,0.7374625171266384,0.8462393544165947,0.7729769651370746,0.6155264074968839,0.8249315668316856,0.8423919487760325,0.9965286024632057,0.853791552592566,0.8445748596962366
VLMC1,0.6925811258538231,0.7728456559706642,0.7478265305823907,0.7978855453806858,0.7677045273129158,0.8225964700948416,0.5579680991663127,0.5529764682569788,0.7136451672649861,0.5590482279097874,0.583873808954996,0.7618126442738409,0.5927434633129828,0.5792199734341137,0.6015473311865787,0.454369293078438,0.5219988115756389,0.5983711623339397,0.5687963928109513,0.6581827208268703,0.5356092012040369,0.5906577651747584,0.6564220213428078,0.6083381234570632,0.6610346765884901,0.6667059020844809,0.7469823785342761,0.791450699305358,0.8311673758869145,0.7780975015212481,0.6589714557572925,0.7055075845659237,0.7580473301080964,0.7420049387456237,0.4512056902651012,0.5608734101904471,0.8296304602510484,0.7700718914308712,0.7903875412922352,0.8010401075407614,0.6852447920319493,0.7571465951775384,0.8869573189350629,0.8540134516649012,0.9969877252683887,0.8719512319035913
VLMC2,0.6881719716010242,0.7543562929324584,0.7780263314802749,0.7775095987649201,0.7541737206771204,0.8115848029177364,0.573054051173632,0.5708585527560179,0.7273316595217174,0.5668182787606463,0.5907521491166589,0.7911790661145923,0.604990385964884,0.5879237335461519,0.6165320308418938,0.46757793728124486,0.5370161851463503,0.6113376772420251,0.5827215656497048,0.6656607589356208,0.5072745978641131,0.6071051285324183,0.668544847077666,0.6241639877322692,0.6745273491258592,0.6782504239841296,0.7185201903380641,0.7528377250627716,0.8069086427143433,0.8084891985958023,0.6458174700097622,0.7150884655048498,0.7852994092392114,0.74104577936723,0.5217001269183242,0.6130676592715977,0.8586730294794142,0.7871267513966462,0.8313346648992063,0.8269513661189012,0.7223490940991245,0.8108082934655745,0.858597119038094,0.8443590410677475,0.8718361909196753,0.9966795007109162
