"contrast1","contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","p_adj"
"Capillaries - Parenchyma","Amyloid_effect",0.275746988174037,0.418076652572891,Inf,-0.704099508249206,1.25559348459728,0.659560840044665,0.786926782313384,"InhNeuron2",0.999942844910086
"Arteries - Capillaries","Disease_effect",0.897830584687241,0.387058212332659,Inf,-0.00931797510916488,1.80497914448365,2.3196267540129,0.0531248500412274,"InhNeuron3",0.252801010541013
"Arteries - Parenchyma","Disease_effect",0.175589518711584,0.337727601268023,Inf,-0.615942858931062,0.967121896354229,0.519914623656224,0.861616041856009,"InhNeuron3",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",-0.722241065975657,0.396699716422778,Inf,-1.65198642457633,0.20750429262502,-1.82062410452025,0.16280350354027,"InhNeuron3",0.625023871629784
"Arteries - Capillaries","Amyloid_effect",-0.986073990492018,0.371604294394026,Inf,-1.85700319373026,-0.115144787253778,-2.65355919015954,0.0217186852684563,"InhNeuron3",0.182516300908499
"Arteries - Parenchyma","Amyloid_effect",0.114418224566987,0.299295022177792,Inf,-0.587039694867288,0.815876144001262,0.382292440864647,0.922608306878405,"InhNeuron3",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",1.100492215059,0.375975164454145,Inf,0.21931900109122,1.98166542902679,2.92703433392134,0.00958593595526525,"InhNeuron3",0.13228591618266
"Arteries - Capillaries","Disease_effect",0.185866554800592,0.477450308575559,Inf,-0.933134014102005,1.30486712370319,0.389289841188107,0.919867813747612,"InhNeuron4",0.999957860652559
"Arteries - Parenchyma","Disease_effect",0.314418910834016,0.431236982313012,Inf,-0.696271458138136,1.32510927980617,0.729109338321536,0.746201518399376,"InhNeuron4",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",0.128552356033424,0.480014760314937,Inf,-0.996458519918399,1.25356323198525,0.267809173095179,0.961235073221043,"InhNeuron4",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.81480763700945,0.454001369512028,Inf,-1.87885091364317,0.249235639624268,-1.7947250641231,0.171314102910903,"InhNeuron4",0.537303322766014
"Arteries - Parenchyma","Amyloid_effect",0.227281959263627,0.376209388642496,Inf,-0.654440206072096,1.10900412459935,0.60413686134667,0.817854970525399,"InhNeuron4",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",1.04208959627308,0.445037440197858,Inf,-0.000944913957107607,2.08512410650326,2.34157736438933,0.0502692649107405,"InhNeuron4",0.23840354586123
"Arteries - Capillaries","Disease_effect",-0.270694912245287,0.313599929495168,Inf,-1.00567925136918,0.464289426878608,-0.863185500969501,0.663551789973954,"InhNeuron5",0.999957860652559
"Arteries - Parenchyma","Disease_effect",0.152055215624815,0.291211611039541,Inf,-0.530457608372487,0.834568039622118,0.522146816474873,0.860513042281932,"InhNeuron5",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",0.422750127870102,0.320270086731771,Inf,-0.32786706269062,1.17336731843082,1.31998005865643,0.383986960487336,"InhNeuron5",0.981300010134303
"Arteries - Capillaries","Amyloid_effect",0.613705157114233,0.308850099971999,Inf,-0.110147003763775,1.33755731799224,1.98706478375715,0.115367806756041,"InhNeuron5",0.430290738711719
"Arteries - Parenchyma","Amyloid_effect",0.0468752108125009,0.263715843063596,Inf,-0.571195765614758,0.66494618723976,0.177748937143669,0.98273291474904,"InhNeuron5",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",-0.566829946301732,0.300863014319915,Inf,-1.27196276984133,0.138302877237862,-1.88401338590263,0.143283844145356,"InhNeuron5",0.482272451025832
"Arteries - Capillaries","Disease_effect",0.874130359823366,0.373846992723483,Inf,-0.00205505680810936,1.75031577645484,2.33820353470094,0.0506996277957414,"Microglia1",0.252801010541013
"Arteries - Parenchyma","Disease_effect",0.201559499839356,0.324784087879974,Inf,-0.559637157866199,0.962756157544912,0.620595365847615,0.808830386685656,"Microglia1",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",-0.67257085998401,0.386342783598427,Inf,-1.57804266903539,0.232900949067375,-1.7408655953649,0.190029902415039,"Microglia1",0.672413500853214
"Arteries - Capillaries","Amyloid_effect",-0.350552997104827,0.362797892277074,Inf,-1.20084263052426,0.49973663631461,-0.966248714689622,0.598255703109998,"Microglia1",0.94895732217448
"Arteries - Parenchyma","Amyloid_effect",0.663076938003936,0.289055739468758,Inf,-0.0143831685254814,1.34053704453335,2.29394143573337,0.0566368370785678,"Microglia1",0.25212527473685
"Capillaries - Parenchyma","Amyloid_effect",1.01362993510876,0.371915671289019,Inf,0.14197095765867,1.88528891255886,2.72542948135429,0.0176482536598549,"Microglia1",0.182516300908499
"Arteries - Capillaries","Disease_effect",0.124470209171506,0.522469932738525,Inf,-1.10004287934897,1.34898329769198,0.238234205208893,0.969197163425895,"Microglia2",0.999957860652559
"Arteries - Parenchyma","Disease_effect",0.0364134635647111,0.470951791340249,Inf,-1.067356526673,1.14018345380242,0.0773188768665356,0.996709508001624,"Microglia2",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",-0.0880567456067952,0.527696802482274,Inf,-1.32482005181858,1.14870656060499,-0.166869962434069,0.984766056453279,"Microglia2",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.219472344210325,0.493077855691075,Inf,-1.37509920447503,0.936154516054375,-0.445106876484492,0.8965656746759,"Microglia2",0.999942844910086
"Arteries - Parenchyma","Amyloid_effect",-0.103094540683922,0.403089139521562,Inf,-1.04781479395758,0.841625712589732,-0.255761147041293,0.964582882808815,"Microglia2",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",0.116377803526403,0.486143668258691,Inf,-1.02299739757639,1.2557530046292,0.239389734197824,0.968902369063258,"Microglia2",0.999942844910086
"Arteries - Capillaries","Disease_effect",0.60757665619116,0.362490143950917,Inf,-0.241991707295336,1.45714501967766,1.67611910649198,0.214376713556811,"Microglia3",0.739599661770998
"Arteries - Parenchyma","Disease_effect",1.02354577125584,0.336728426123559,Inf,0.234355160986688,1.81273638152498,3.0396773537624,0.0066944532942943,"Microglia3",0.0775880358755727
"Capillaries - Parenchyma","Disease_effect",0.415969115064676,0.389420945464417,Inf,-0.496716983761686,1.32865521389104,1.06817345063091,0.5338886378116,"Microglia3",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.59840840114374,0.343838077115109,Inf,-1.40426190462156,0.207445102334083,-1.74037851236414,0.190205492273544,"Microglia3",0.553487166021084
"Arteries - Parenchyma","Amyloid_effect",-0.281223115412722,0.30408550057913,Inf,-0.993908481892546,0.431462251067101,-0.924815931299368,0.624565025361384,"Microglia3",0.957666372220789
"Capillaries - Parenchyma","Amyloid_effect",0.317185285731017,0.371077774210281,Inf,-0.552509911843037,1.18688048330507,0.854767673450784,0.668847037612064,"Microglia3",0.971588328320683
"Arteries - Capillaries","Disease_effect",-0.358546439200778,0.313558176293561,Inf,-1.09343292132152,0.376340042919963,-1.14347660596514,0.487276050287463,"Microglia4",0.999957860652559
"Arteries - Parenchyma","Disease_effect",-0.133475700006366,0.284018256524724,Inf,-0.799129454798304,0.532178054785571,-0.469954648829932,0.885406539106615,"Microglia4",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",0.225070739194412,0.313985263223151,Inf,-0.510816706814297,0.960958185203121,0.716819435676676,0.753532051715216,"Microglia4",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",0.576840357163383,0.303056488944145,Inf,-0.133433314142569,1.28711402846933,1.90340869840176,0.13767551687113,"Microglia4",0.474980533205399
"Arteries - Parenchyma","Amyloid_effect",0.407249626453232,0.254207446370123,Inf,-0.188536515053528,1.00303576795999,1.60203657394159,0.244736990764537,"Microglia4",0.662229504421689
"Capillaries - Parenchyma","Amyloid_effect",-0.169590730710151,0.290346744895253,Inf,-0.85007656741663,0.510895105996327,-0.584097234399281,0.828646524492623,"Microglia4",0.999942844910086
"Arteries - Capillaries","Disease_effect",-0.685791468161371,0.389271952451426,Inf,-1.59812837197559,0.226545435652851,-1.76172843648926,0.182615939271864,"Microglia5",0.663184200513611
"Arteries - Parenchyma","Disease_effect",-0.435897622134613,0.360602632272139,Inf,-1.28104222338988,0.409246979120658,-1.2088032175141,0.447910222156637,"Microglia5",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",0.249893846026757,0.3871566064399,Inf,-0.657485320096635,1.15727301215015,0.645459335757323,0.794937154840924,"Microglia5",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",0.112917247922141,0.378058554363399,Inf,-0.773138808200791,0.998973304045074,0.298676611384391,0.952015911318452,"Microglia5",0.999942844910086
"Arteries - Parenchyma","Amyloid_effect",-0.34304713497426,0.321875129422541,Inf,-1.09742606503295,0.411331795084428,-1.06577707817843,0.535388874283709,"Microglia5",0.923545808139398
"Capillaries - Parenchyma","Amyloid_effect",-0.455964382896402,0.352443413537461,Inf,-1.28198621840639,0.370057452613584,-1.2937236599768,0.398688341011753,"Microglia5",0.837363376982837
"Arteries - Capillaries","Disease_effect",0.519760318887524,0.479620880158359,Inf,-0.604327419909763,1.64384805768481,1.08368993175592,0.524196637927126,"Oligodendrocytes1",0.999957860652559
"Arteries - Parenchyma","Disease_effect",1.10001987809384,0.405959181636879,Inf,0.148573105427217,2.05146665076047,2.70968099220819,0.0184777237271145,"Oligodendrocytes1",0.169995058289454
"Capillaries - Parenchyma","Disease_effect",0.58025955920632,0.473422713639141,Inf,-0.529301533075962,1.6898206514886,1.22566903211284,0.437945036424402,"Oligodendrocytes1",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-1.30493274619282,0.43001774903077,Inf,-2.31276559740459,-0.297099894981051,-3.03460205801749,0.00680550579865125,"Oligodendrocytes1",0.117394975026734
"Arteries - Parenchyma","Amyloid_effect",-0.289339736627602,0.356221598627739,Inf,-1.12421650675487,0.54553703349967,-0.812246471696877,0.695424288578819,"Oligodendrocytes1",0.992951216622492
"Capillaries - Parenchyma","Amyloid_effect",1.01559300956522,0.431439369431614,Inf,0.00442830578421782,2.02675771334622,2.35396461593939,0.0487153070371886,"Oligodendrocytes1",0.23840354586123
"Arteries - Capillaries","Disease_effect",-0.922755904459104,0.282026514163498,Inf,-1.58374161150809,-0.261770197410122,-3.27187643046979,0.00306717962888836,"Oligodendrocytes2",0.0529088485983242
"Arteries - Parenchyma","Disease_effect",-0.477374085775721,0.261871403827739,Inf,-1.09112224888155,0.136374077330111,-1.82293323668796,0.162059949580478,"Oligodendrocytes2",0.625023871629784
"Capillaries - Parenchyma","Disease_effect",0.445381818683383,0.276467562933114,Inf,-0.202575371098829,1.0933390084656,1.61097314259299,0.240932753095491,"Oligodendrocytes2",0.791636188742326
"Arteries - Capillaries","Amyloid_effect",1.05964409045749,0.269378305175882,Inf,0.428301998248696,1.69098618266629,3.93366529559844,0.000246713610000282,"Oligodendrocytes2",0.00851161954500973
"Arteries - Parenchyma","Amyloid_effect",0.565022787805429,0.230755561897265,Inf,0.0242008417251214,1.10584473388574,2.4485771140675,0.0381263335520282,"Oligodendrocytes2",0.223598403764702
"Capillaries - Parenchyma","Amyloid_effect",-0.494621302652063,0.253878933978201,Inf,-1.08963750947274,0.100394904168616,-1.94825657608336,0.125342545162774,"Oligodendrocytes2",0.455191348222705
"Arteries - Capillaries","Disease_effect",0.413388987986951,0.436721736425956,Inf,-0.610156002424206,1.43693397839811,0.946572962843673,0.610750989849744,"Oligodendrocytes3",0.999957860652559
"Arteries - Parenchyma","Disease_effect",-0.0722034072585407,0.394539882491635,Inf,-0.996886761805027,0.852479947287945,-0.183006612164416,0.981705924580816,"Oligodendrocytes3",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",-0.485592395245491,0.456122171701185,Inf,-1.55460619721676,0.583421406725778,-1.06461037277445,0.536119597588429,"Oligodendrocytes3",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.736349495763724,0.417781495456051,Inf,-1.71550423227871,0.242805240751259,-1.76252300250858,0.182337698621868,"Oligodendrocytes3",0.553487166021084
"Arteries - Parenchyma","Amyloid_effect",0.410439330650551,0.350429361703891,Inf,-0.41086217039303,1.23174083169413,1.17124697729344,0.470401499529022,"Oligodendrocytes3",0.865275788124811
"Capillaries - Parenchyma","Amyloid_effect",1.14678882641427,0.424565687981427,Inf,0.151733973889128,2.14184367893942,2.70108691982769,0.0189446690427044,"Oligodendrocytes3",0.182516300908499
"Arteries - Capillaries","Disease_effect",0.747709616592012,0.400979816748296,Inf,-0.192067015657862,1.68748624884189,1.86470636516193,0.149034567489897,"Oligodendrocytes4",0.62323546404866
"Arteries - Parenchyma","Disease_effect",0.909209289403955,0.353956889654425,Inf,0.0796403190288655,1.73877825977904,2.56870064117592,0.0275605674826922,"Oligodendrocytes4",0.181112300600549
"Capillaries - Parenchyma","Disease_effect",0.161499672811943,0.411714291109585,Inf,-0.803435353309306,1.12643469893319,0.392261517997578,0.918691460310523,"Oligodendrocytes4",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.385960407514289,0.393275492082382,Inf,-1.30768040951527,0.535759594486695,-0.981399592104353,0.588639169762814,"Oligodendrocytes4",0.94456052822405
"Arteries - Parenchyma","Amyloid_effect",-0.390154885942782,0.326393903019291,Inf,-1.15512446833677,0.374814696451205,-1.19534979769436,0.455920793194322,"Oligodendrocytes4",0.861877663846801
"Capillaries - Parenchyma","Amyloid_effect",-0.00419447842849363,0.411954862263102,Inf,-0.969693331303672,0.961304374446684,-0.0101818883880894,0.999942844910086,"Oligodendrocytes4",0.999942844910086
"Arteries - Capillaries","Disease_effect",-0.721822525797655,0.476824291047223,Inf,-1.83935589705105,0.395710845455745,-1.51381240291336,0.284364442124966,"Oligodendrocytes5",0.853093326374897
"Arteries - Parenchyma","Disease_effect",-0.543518390213229,0.426487787220072,Inf,-1.543078067854,0.456041287427538,-1.27440551992352,0.409668199849054,"Oligodendrocytes5",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",0.178304135584426,0.480663159114379,Inf,-0.948226393014844,1.3048346641837,0.370954445339541,0.926960058995768,"Oligodendrocytes5",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",0.32082682102552,0.445307152773066,Inf,-0.722839814725742,1.36449345677678,0.720461863295104,0.751364946185097,"Oligodendrocytes5",0.999942844910086
"Arteries - Parenchyma","Amyloid_effect",0.467124222234477,0.365633971753044,Inf,-0.389812332320127,1.32406077678908,1.27757336112625,0.407858460626315,"Oligodendrocytes5",0.837363376982837
"Capillaries - Parenchyma","Amyloid_effect",0.146297401208957,0.437991081496381,Inf,-0.880222553990006,1.17281735640792,0.334019132784935,0.940356133858748,"Oligodendrocytes5",0.999942844910086
"Arteries - Capillaries","Disease_effect",-0.965731777019633,0.294791645783747,Inf,-1.65663513055164,-0.274828423487624,-3.27598081842547,0.00302367754356037,"Oligodendrocytes6",0.0529088485983242
"Arteries - Parenchyma","Disease_effect",-0.769045297031992,0.270171442214012,Inf,-1.40224626498334,-0.135844329080643,-2.84650846414332,0.0122932692361842,"Oligodendrocytes6",0.121176511042387
"Capillaries - Parenchyma","Disease_effect",0.196686479987641,0.285199489694708,Inf,-0.471735731679237,0.865108691654519,0.689645273202221,0.769544987828076,"Oligodendrocytes6",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",1.16538247323201,0.284283624681269,Inf,0.499106774935569,1.83165817152845,4.09936546481918,0.000122644901940139,"Oligodendrocytes6",0.00846249823386958
"Arteries - Parenchyma","Amyloid_effect",0.761343046232188,0.231456647922269,Inf,0.218877964422907,1.30380812804147,3.28935484492056,0.00288582400169857,"Oligodendrocytes6",0.0568919588906289
"Capillaries - Parenchyma","Amyloid_effect",-0.404039426999823,0.262089734234608,Inf,-1.01829929120859,0.210220437208945,-1.54160722158674,0.271476766972743,"Oligodendrocytes6",0.693773960041455
"Arteries - Capillaries","Disease_effect",-1.20926575028992,0.392510131921809,Inf,-2.12919197723261,-0.289339523347229,-3.08085231932514,0.00585232477964281,"Oligodendrocytes7",0.0775880358755727
"Arteries - Parenchyma","Disease_effect",-1.09485520240729,0.360472708757728,Inf,-1.93969530184546,-0.25001510296913,-3.03727626477027,0.00674678572831067,"Oligodendrocytes7",0.0775880358755727
"Capillaries - Parenchyma","Disease_effect",0.114410547882625,0.372063146609477,Inf,-0.757594067562727,0.986415163327977,0.307503037925742,0.949212849495655,"Oligodendrocytes7",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",0.481935326616102,0.392806588010246,Inf,-0.438685704635347,1.40255635786755,1.22690235175875,0.437219803582761,"Oligodendrocytes7",0.838004623533625
"Arteries - Parenchyma","Amyloid_effect",0.0327852136154343,0.329806359275202,Inf,-0.740182144511721,0.805752571742589,0.0994074634809488,0.994566781352235,"Oligodendrocytes7",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",-0.449150113000668,0.341723955542212,Inf,-1.25004874850519,0.351748522503859,-1.31436531070233,0.387108712651418,"Oligodendrocytes7",0.837363376982837
"Arteries - Capillaries","Disease_effect",0.239794967866521,0.477493206486368,Inf,-0.879306140894858,1.3588960766279,0.502195559243767,0.87025284807432,"Oligodendrocytes8",0.999957860652559
"Arteries - Parenchyma","Disease_effect",0.0358020180402947,0.433154826837981,Inf,-0.979383204272531,1.05098724035312,0.0826540899974463,0.996240625743403,"Oligodendrocytes8",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",-0.203992949826226,0.483808457121475,Inf,-1.33789511521385,0.929909215561402,-0.42163990071593,0.906668287744418,"Oligodendrocytes8",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.410967130291719,0.444283318764257,Inf,-1.45223420567462,0.630299945091184,-0.925011390107547,0.624440979058088,"Oligodendrocytes8",0.957666372220789
"Arteries - Parenchyma","Amyloid_effect",-0.100690103049588,0.366263609197675,Inf,-0.959102339253339,0.757722133154164,-0.274911567846328,0.959195096018888,"Oligodendrocytes8",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",0.310277027242132,0.439305632292512,Inf,-0.719323841430552,1.33987789591482,0.70628966358331,0.759769966543445,"Oligodendrocytes8",0.999942844910086
"Arteries - Capillaries","Disease_effect",-1.18160133058987,0.330978905118551,Inf,-1.95731678509943,-0.40588587608032,-3.57002005963687,0.00104003726010793,"OPC1",0.0529088485983242
"Arteries - Parenchyma","Disease_effect",-0.0772905094508017,0.320528515417966,Inf,-0.828513379475289,0.673932360573686,-0.241134581583219,0.968454699698337,"OPC1",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",1.10431082113907,0.336805558341394,Inf,0.314939436045638,1.89368220623251,3.27877849337545,0.00299435033911255,"OPC1",0.0529088485983242
"Arteries - Capillaries","Amyloid_effect",1.2226928165047,0.316966333831299,Inf,0.479818633559101,1.9655669994503,3.85748480517008,0.000337133132407019,"OPC1",0.00930487445443373
"Arteries - Parenchyma","Amyloid_effect",0.158851832991822,0.286617974642707,Inf,-0.512894882681613,0.830598548665256,0.554228440103393,0.844304793297327,"OPC1",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",-1.06384098351288,0.315741180979749,Inf,-1.80384377500004,-0.323838192025727,-3.36934504460827,0.00217487865540622,"OPC1",0.0500222090743431
"Arteries - Capillaries","Disease_effect",-0.295939915790878,0.3092423729449,Inf,-1.02071144706609,0.428831615484337,-0.956983717893047,0.604139128056853,"OPC2",0.999957860652559
"Arteries - Parenchyma","Disease_effect",0.0420393477805713,0.284215863791607,Inf,-0.624077539278934,0.708156234840077,0.147913445856757,0.988010820239025,"OPC2",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",0.33797926357145,0.314180911369044,Inf,-0.398366723111809,1.07432525025471,1.07574728871561,0.529152937760635,"OPC2",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",0.546096147340903,0.300742685370554,Inf,-0.158754661169335,1.25094695585114,1.81582520176024,0.164356733292145,"OPC2",0.527470446379441
"Arteries - Parenchyma","Amyloid_effect",0.214698634266364,0.25021264416413,Inf,-0.371724886961656,0.801122155494385,0.858064687272679,0.666774180085433,"OPC2",0.971588328320683
"Capillaries - Parenchyma","Amyloid_effect",-0.331397513074538,0.291962642718345,Inf,-1.01567053045899,0.35287550430991,-1.13506820594933,0.492422522105427,"OPC2",0.87120907757114
"Arteries - Capillaries","Disease_effect",1.45494769794872,0.4499622164272,Inf,0.40037098677454,2.5095244091229,3.2334886015571,0.00350272705565424,"OPC3",0.0537084815200317
"Arteries - Parenchyma","Disease_effect",1.34163970759281,0.405555306839418,Inf,0.391139496526436,2.29213991865919,3.30815473245439,0.00270178414061095,"OPC3",0.0529088485983242
"Capillaries - Parenchyma","Disease_effect",-0.113307990355906,0.434739341145696,Inf,-1.13220683978326,0.905590859071452,-0.260634314937539,0.963245915787814,"OPC3",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.430219600431795,0.425053488776552,Inf,-1.42641771196726,0.565978511103666,-1.01215402717929,0.569153633445538,"OPC3",0.94456052822405
"Arteries - Parenchyma","Amyloid_effect",0.356321514100429,0.353892518876695,Inf,-0.473096590445052,1.18573961864591,1.00686365236384,0.572500990274252,"OPC3",0.94456052822405
"Capillaries - Parenchyma","Amyloid_effect",0.786541114532224,0.424130216630621,Inf,-0.207493123532026,1.78057535259647,1.85448026028579,0.152149058235344,"OPC3",0.499918334201844
"Arteries - Capillaries","Disease_effect",-0.778592109886866,0.437918881762893,Inf,-1.80494285052801,0.247758630754275,-1.77793683330701,0.176999681986875,"Pericytes",0.660160976059156
"Arteries - Parenchyma","Disease_effect",-0.461059441656661,0.401357743758417,Inf,-1.40172182166234,0.479602938349019,-1.14874933603917,0.484057335736298,"Pericytes",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",0.317532668230205,0.440873151644973,Inf,-0.715741996470388,1.3508073329308,0.720235893352626,0.751499525967814,"Pericytes",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",0.52410276146747,0.424043338948172,Inf,-0.469727861321348,1.51793338425629,1.23596508500167,0.431905509880636,"Pericytes",0.838004623533625
"Arteries - Parenchyma","Amyloid_effect",0.336665794554577,0.356474543281107,Inf,-0.498803802105501,1.17213539121466,0.944431519445389,0.612110995392644,"Pericytes",0.957666372220789
"Capillaries - Parenchyma","Amyloid_effect",-0.187436966912892,0.409651179417991,Inf,-1.14753667694964,0.772662743123859,-0.457552611417333,0.891034447183865,"Pericytes",0.999942844910086
"Arteries - Capillaries","Disease_effect",0.873458385328772,0.426985048010284,Inf,-0.127266722718356,1.8741834933759,2.0456416200029,0.101489161133586,"SMC",0.451790459239835
"Arteries - Parenchyma","Disease_effect",0.539364831122141,0.379969586819392,Inf,-0.351170112891401,1.42989977513568,1.41949474334774,0.330781278965385,"SMC",0.943310608801799
"Capillaries - Parenchyma","Disease_effect",-0.33409355420663,0.437928337792222,Inf,-1.36046645694927,0.692279348536008,-0.762895490826043,0.725795595813338,"SMC",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-1.0666537987563,0.40847130648647,Inf,-2.02398823990979,-0.109319357602802,-2.61133103309333,0.0244747165732052,"SMC",0.182516300908499
"Arteries - Parenchyma","Amyloid_effect",0.604393491448113,0.34950491374024,Inf,-0.214741380359575,1.4235283632558,1.7292846758009,0.194235682239514,"SMC",0.553487166021084
"Capillaries - Parenchyma","Amyloid_effect",1.67104729020441,0.421683834455966,Inf,0.682746639481133,2.65934794092769,3.96279665868697,0.000218614575246745,"SMC",0.00851161954500973
"Arteries - Capillaries","Disease_effect",0.467609941343839,0.331305324216633,Inf,-0.308870541797793,1.24409042448547,1.41141692319463,0.334943621965856,"VLMC1",0.943310608801799
"Arteries - Parenchyma","Disease_effect",0.841833526387012,0.316577206398408,Inf,0.0998713416346457,1.58379571113938,2.65917289486589,0.0213735312487848,"VLMC1",0.181112300600549
"Capillaries - Parenchyma","Disease_effect",0.374223585043173,0.355971597103067,Inf,-0.46006725636375,1.2085144264501,1.05127371983788,0.544486450973753,"VLMC1",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.363826182948855,0.313339030096876,Inf,-1.09819905199959,0.370546686101879,-1.16112628176697,0.476528694909316,"VLMC1",0.865275788124811
"Arteries - Parenchyma","Amyloid_effect",-0.199269911502975,0.285937949746494,Inf,-0.869422852427366,0.470883029421416,-0.696899140808847,0.76529809012273,"VLMC1",0.999942844910086
"Capillaries - Parenchyma","Amyloid_effect",0.16455627144588,0.344100317672633,Inf,-0.641911845380785,0.971024388272544,0.478221794617561,0.881591930870731,"VLMC1",0.999942844910086
"Arteries - Capillaries","Disease_effect",1.4674128315771,0.435746863858381,Inf,0.446152650575701,2.48867301257851,3.36758093582979,0.00218863858419527,"VLMC2",0.0529088485983242
"Arteries - Parenchyma","Disease_effect",0.348669351926823,0.392891739898567,Inf,-0.572151249855343,1.26948995370899,0.887443833807348,0.648244654145233,"VLMC2",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",-1.11874347965028,0.432729219718412,Inf,-2.13293120630676,-0.104555752993803,-2.58531993836301,0.0263196568072603,"VLMC2",0.181112300600549
"Arteries - Capillaries","Amyloid_effect",-1.05011885661498,0.404037465556282,Inf,-1.99706170217373,-0.103176011056233,-2.59906307245337,0.0253303744453292,"VLMC2",0.182516300908499
"Arteries - Parenchyma","Amyloid_effect",0.687682248046679,0.337632429960949,Inf,-0.103627076547626,1.47899157264098,2.03677783003907,0.103500772050479,"VLMC2",0.396752959526837
"Capillaries - Parenchyma","Amyloid_effect",1.73780110466166,0.40716012560999,Inf,0.78353967889922,2.6920625304241,4.26810238860734,5.85448217510498e-05,"VLMC2",0.00807918540164487
